요금제명,입실,퇴실,이용,위치,금액,구분,고객
한국대생 입장권(종일권),2021-06-11 19:56,2021-06-12 0:02,오전 4:06:00,선불기2,6000,퇴실,customer955945
한국대생 입장권(종일권),2021-06-11 19:52,2021-06-12 2:26,오전 6:34:00,선불기2,6000,퇴실,customer742207
한국대생 입장권(종일권),2021-06-11 19:51,2021-06-12 2:26,오전 6:35:00,선불기2,5500,퇴실,customer450156
한국대생 입장권(종일권),2021-06-11 19:50,2021-06-12 5:14,오전 9:24:00,선불기2,5500,퇴실,customer634897
한국대생 입장권(종일권),2021-06-11 19:50,2021-06-12 5:14,오전 9:24:00,선불기2,6000,퇴실,customer634897
한국대생 입장권(종일권),2021-06-11 19:49,2021-06-12 5:14,오전 9:25:00,선불기2,5500,퇴실,customer895238
한국대생 입장권(종일권),2021-06-11 19:48,2021-06-12 0:04,오전 4:16:00,선불기2,5500,퇴실,customer220958
한국대생 입장권(종일권),2021-06-11 19:47,2021-06-12 0:07,오전 4:20:00,선불기2,6500,퇴실,customer591932
한국대생 입장권(종일권),2021-06-11 19:37,2021-06-11 23:02,오전 3:25:00,선불기2,6500,퇴실,customer869328
한국대생 입장권(종일권),2021-06-11 19:37,2021-06-11 23:02,오전 3:25:00,선불기2,6000,퇴실,customer869328
한국대생 입장권(종일권),2021-06-11 19:35,2021-06-11 21:54,오전 2:19:00,선불기2,6000,퇴실,customer367062
입장권(종일권),2021-06-11 19:18,2021-06-12 3:07,오전 7:49:00,선불기2,8000,퇴실,customer999383
한국대생 입장권(종일권),2021-06-11 19:17,2021-06-11 22:22,오전 3:05:00,선불기2,6500,퇴실,customer718162
한국대생 입장권(종일권),2021-06-11 19:17,2021-06-11 22:22,오전 3:05:00,선불기2,7000,퇴실,customer718162
한국대생 입장권(종일권),2021-06-11 19:15,2021-06-12 0:03,오전 4:48:00,선불기2,6000,퇴실,customer935515
한국대생 입장권(종일권),2021-06-11 19:15,2021-06-12 0:03,오전 4:48:00,선불기2,6000,퇴실,customer935515
한국대생 입장권(종일권),2021-06-11 19:14,2021-06-12 0:40,오전 5:26:00,선불기2,7000,퇴실,customer405971
한국대생 입장권(종일권),2021-06-11 19:14,2021-06-12 0:40,오전 5:26:00,선불기2,7500,퇴실,customer405971
한국대생 입장권(종일권),2021-06-11 19:14,2021-06-12 0:40,오전 5:26:00,선불기2,7000,퇴실,customer405971
한국대생 입장권(종일권),2021-06-11 19:14,2021-06-12 0:40,오전 5:26:00,선불기2,7500,퇴실,customer405971
한국대생 입장권(종일권),2021-06-11 18:18,2021-06-11 21:40,오전 3:22:00,선불기2,6500,퇴실,customer886116
한국대생 입장권(종일권),2021-06-11 17:43,2021-06-11 19:14,오전 1:31:00,선불기2,5500,퇴실,customer654178
한국대생 입장권(종일권),2021-06-11 17:36,2021-06-12 3:55,오전 10:19:00,선불기2,7000,퇴실,customer949506
한국대생 입장권(종일권),2021-06-11 17:23,2021-06-11 21:11,오전 3:48:00,선불기2,6000,퇴실,customer827389
한국대생 입장권(종일권),2021-06-11 17:23,2021-06-11 21:11,오전 3:48:00,선불기2,6000,퇴실,customer827389
한국대생 입장권(종일권),2021-06-11 17:05,2021-06-11 20:50,오전 3:45:00,선불기2,6000,퇴실,customer231253
한국대생 입장권(종일권),2021-06-11 17:00,2021-06-11 20:50,오전 3:50:00,선불기2,5500,퇴실,customer236172
한국대생 입장권(종일권),2021-06-11 16:59,2021-06-11 23:16,오전 6:17:00,선불기2,6500,퇴실,customer330791
한국대생 입장권(종일권),2021-06-11 16:37,2021-06-11 19:52,오전 3:15:00,선불기2,5500,퇴실,customer918136
한국대생 입장권(종일권),2021-06-11 16:26,2021-06-12 4:33,오후 12:07:00,선불기2,7000,퇴실,customer386473
한국대생 입장권(종일권),2021-06-11 16:22,2021-06-12 3:56,오전 11:34:00,선불기2,6000,퇴실,customer590513
한국대생 입장권(종일권),2021-06-11 16:21,2021-06-11 20:14,오전 3:52:00,선불기2,5500,퇴실,customer453077
한국대생 입장권(종일권),2021-06-11 16:21,2021-06-12 3:55,오전 11:34:00,선불기2,5500,퇴실,customer999262
한국대생 입장권(종일권),2021-06-11 16:20,2021-06-12 3:55,오전 11:35:00,선불기2,5500,퇴실,customer806707
기간권,2021-06-11 16:01,2021-06-11 23:50,오전 7:49:00,선불기2,0,퇴실,customer666446
한국대생 입장권(종일권),2021-06-11 15:12,2021-06-12 5:57,오후 2:45:00,선불기2,5500,퇴실,customer496146
한국대생 입장권(종일권),2021-06-11 15:12,2021-06-12 5:57,오후 2:45:00,선불기2,6000,퇴실,customer496146
한국대생 입장권(종일권),2021-06-11 15:10,2021-06-11 21:54,오전 6:44:00,선불기2,7000,퇴실,customer558983
한국대생 입장권(종일권),2021-06-11 15:09,2021-06-11 20:57,오전 5:48:00,선불기2,6000,퇴실,customer565461
한국대생 입장권(종일권),2021-06-11 15:08,2021-06-11 18:34,오전 3:26:00,선불기2,6000,퇴실,customer719235
한국대생 입장권(종일권),2021-06-11 15:07,2021-06-11 21:54,오전 6:47:00,선불기2,6500,퇴실,customer278786
한국대생 입장권(종일권),2021-06-11 15:05,2021-06-11 17:58,오전 2:53:00,선불기2,7500,퇴실,customer354127
한국대생 입장권(종일권),2021-06-11 15:05,2021-06-11 17:58,오전 2:53:00,선불기2,5500,퇴실,customer354127
한국대생 입장권(종일권),2021-06-11 15:04,2021-06-11 17:57,오전 2:53:00,선불기2,7000,퇴실,customer252824
한국대생 입장권(종일권),2021-06-11 15:03,2021-06-11 19:52,오전 4:49:00,선불기2,5500,퇴실,customer241888
한국대생 입장권(종일권),2021-06-11 15:03,2021-06-11 23:26,오전 8:23:00,선불기2,6000,퇴실,customer995083
한국대생 입장권(종일권),2021-06-11 15:02,2021-06-12 3:23,오후 12:21:00,선불기2,5500,퇴실,customer301807
한국대생 입장권(종일권),2021-06-11 15:02,2021-06-12 3:23,오후 12:20:00,선불기2,5500,퇴실,customer948477
한국대생 입장권(종일권),2021-06-11 15:01,2021-06-12 3:23,오후 12:22:00,선불기2,6500,퇴실,customer529849
한국대생 입장권(종일권),2021-06-11 14:59,2021-06-11 21:19,오전 6:20:00,선불기2,6500,퇴실,customer467216
한국대생 입장권(종일권),2021-06-11 14:43,2021-06-11 23:57,오전 9:14:00,선불기2,7000,퇴실,customer336925
한국대생 입장권(종일권),2021-06-11 14:27,2021-06-11 20:38,오전 6:11:00,선불기2,7000,퇴실,customer983308
한국대생 입장권(종일권),2021-06-11 14:23,2021-06-12 0:42,오전 10:19:00,선불기2,6000,퇴실,customer864411
한국대생 입장권(종일권),2021-06-11 14:22,2021-06-11 21:38,오전 7:16:00,선불기2,6000,퇴실,customer757369
한국대생 입장권(종일권),2021-06-11 14:22,2021-06-11 18:14,오전 3:51:00,선불기2,7000,퇴실,customer535623
한국대생 입장권(종일권),2021-06-11 14:12,2021-06-11 15:55,오전 1:43:00,선불기2,6000,퇴실,customer301443
한국대생 입장권(종일권),2021-06-11 14:11,2021-06-11 22:07,오전 7:55:00,선불기2,6000,퇴실,customer908266
한국대생 입장권(종일권),2021-06-11 13:54,2021-06-11 22:07,오전 8:13:00,선불기2,6000,퇴실,customer444403
한국대생 입장권(종일권),2021-06-11 13:48,2021-06-11 23:24,오전 9:36:00,선불기2,5500,퇴실,customer879646
한국대생 입장권(종일권),2021-06-11 13:36,2021-06-11 20:01,오전 6:25:00,선불기2,6000,퇴실,customer289062
입장권(종일권),2021-06-11 13:33,2021-06-11 18:08,오전 4:35:00,선불기2,6500,퇴실,customer846207
입장권(종일권),2021-06-11 13:33,2021-06-11 18:08,오전 4:35:00,선불기2,6000,퇴실,customer846207
한국대생 입장권(종일권),2021-06-11 13:21,2021-06-11 17:24,오전 4:03:00,선불기2,6000,퇴실,customer861329
입장권(종일권),2021-06-11 13:20,2021-06-11 14:29,오전 1:09:00,선불기2,7000,퇴실,customer261411
입장권(종일권),2021-06-11 13:20,2021-06-11 14:29,오전 1:09:00,선불기2,7000,퇴실,customer261411
한국대생 입장권(종일권),2021-06-11 13:17,2021-06-11 15:59,오전 2:42:00,선불기2,7000,퇴실,customer442699
한국대생 입장권(종일권),2021-06-11 13:16,2021-06-11 15:58,오전 2:42:00,선불기2,6000,퇴실,customer622319
한국대생 입장권(종일권),2021-06-11 13:14,2021-06-11 20:27,오전 7:13:00,선불기2,6000,퇴실,customer404854
한국대생 입장권(종일권),2021-06-11 13:12,2021-06-11 20:59,오전 7:47:00,선불기2,7000,퇴실,customer555916
한국대생 입장권(종일권),2021-06-11 13:11,2021-06-11 21:37,오전 8:25:00,선불기2,6500,퇴실,customer558576
시간요금제(1시간),2021-06-11 13:03,2021-06-11 14:01,오전 12:58:00,선불기2,2500,퇴실,customer220268
한국대생 입장권(종일권),2021-06-11 12:59,2021-06-12 5:14,오후 4:15:00,선불기2,6500,퇴실,customer852127
시간요금제(1시간),2021-06-11 12:58,2021-06-11 14:03,오전 1:04:00,선불기2,2500,퇴실,customer965154
한국대생 입장권(종일권),2021-06-11 12:53,2021-06-11 20:01,오전 7:08:00,선불기2,6000,퇴실,customer413954
한국대생 입장권(종일권),2021-06-11 12:52,2021-06-11 20:01,오전 7:09:00,선불기2,6500,퇴실,customer931346
한국대생 입장권(종일권),2021-06-11 12:48,2021-06-11 22:49,오전 10:01:00,선불기2,7000,퇴실,customer772762
한국대생 입장권(종일권),2021-06-11 12:47,2021-06-12 4:33,오후 3:46:00,선불기2,7500,퇴실,customer651757
한국대생 입장권(종일권),2021-06-11 12:47,2021-06-11 22:49,오전 10:02:00,선불기2,7000,퇴실,customer381986
한국대생 입장권(종일권),2021-06-11 12:45,2021-06-11 18:14,오전 5:29:00,선불기2,6500,퇴실,customer430606
한국대생 입장권(종일권),2021-06-11 12:40,2021-06-11 15:33,오전 2:53:00,선불기2,7000,퇴실,customer881354
한국대생 입장권(종일권),2021-06-11 12:40,2021-06-11 15:33,오전 2:53:00,선불기2,6000,퇴실,customer881354
입장권(종일권),2021-06-11 12:35,2021-06-11 20:27,오전 7:52:00,선불기2,6500,퇴실,customer372895
한국대생 입장권(종일권),2021-06-11 12:26,2021-06-11 20:01,오전 7:35:00,선불기2,6000,퇴실,customer996118
한국대생 입장권(종일권),2021-06-11 11:30,2021-06-11 17:21,오전 5:51:00,선불기2,5500,퇴실,customer915197
한국대생 입장권(종일권),2021-06-11 11:01,2021-06-12 5:14,오후 6:13:00,선불기2,5500,퇴실,customer918565
한국대생 입장권(종일권),2021-06-11 11:01,2021-06-11 17:06,오전 6:05:00,선불기2,6000,퇴실,customer531645
한국대생 입장권(종일권),2021-06-11 10:05,2021-06-11 17:24,오전 7:19:00,선불기2,6500,퇴실,customer871175
한국대생 입장권(종일권),2021-06-11 10:05,2021-06-11 17:24,오전 7:19:00,선불기2,5500,퇴실,customer871175
한국대생 입장권(종일권),2021-06-11 10:05,2021-06-11 17:24,오전 7:19:00,선불기2,6000,퇴실,customer871175
심야-조조무제한(06시까지),2021-06-11 9:23,2021-06-11 13:08,오전 3:45:00,선불기2,5000,퇴실,customer449477
심야-조조무제한(06시까지),2021-06-11 9:13,2021-06-11 20:05,오전 10:52:00,선불기2,5000,퇴실,customer669717
심야-조조무제한(06시까지),2021-06-11 9:12,2021-06-11 20:05,오전 10:53:00,선불기2,5000,퇴실,customer777135
기간권,2021-06-11 8:56,2021-06-11 18:44,오전 9:48:00,선불기2,0,퇴실,customer440840
심야-조조무제한(06시까지),2021-06-11 8:05,2021-06-11 21:19,오후 1:14:00,선불기2,5000,퇴실,customer258946
심야-조조무제한(06시까지),2021-06-11 7:33,2021-06-11 14:50,오전 7:17:00,선불기2,5000,퇴실,customer266497
심야-조조무제한(06시까지),2021-06-11 7:33,2021-06-11 14:50,오전 7:17:00,선불기2,5000,퇴실,customer266497
심야-조조무제한(06시까지),2021-06-11 6:55,2021-06-11 18:04,오전 11:09:00,선불기2,5000,퇴실,customer622351
심야-조조무제한(06시까지),2021-06-11 6:55,2021-06-11 18:04,오전 11:09:00,선불기2,5000,퇴실,customer622351
심야-조조무제한(06시까지),2021-06-11 6:08,2021-06-11 11:47,오전 5:39:00,선불기1,5000,퇴실,customer910882
심야-조조무제한(06시까지),2021-06-11 6:08,2021-06-11 11:47,오전 5:39:00,선불기1,5000,퇴실,customer910882
심야-조조무제한(06시까지),2021-06-11 6:01,2021-06-11 19:52,오후 1:51:00,선불기2,5000,퇴실,customer893648
심야-조조무제한(06시까지),2021-06-11 2:21,2021-06-11 5:00,오전 2:39:00,선불기2,5000,퇴실,customer650436
심야-조조무제한(06시까지),2021-06-11 2:21,2021-06-11 5:00,오전 2:39:00,선불기2,5000,퇴실,customer650436
심야-조조무제한(06시까지),2021-06-10 23:32,2021-06-11 5:31,오전 5:59:00,선불기2,5000,퇴실,customer916064
심야-조조무제한(06시까지),2021-06-10 23:28,2021-06-11 3:39,오전 4:11:00,선불기2,5000,퇴실,customer307633
심야-조조무제한(06시까지),2021-06-10 23:25,2021-06-11 3:39,오전 4:14:00,선불기2,5000,퇴실,customer889259
심야-조조무제한(06시까지),2021-06-10 23:24,2021-06-11 3:39,오전 4:15:00,선불기2,5000,퇴실,customer415950
심야-조조무제한(06시까지),2021-06-10 23:14,2021-06-11 3:37,오전 4:23:00,선불기2,5000,퇴실,customer932084
심야-조조무제한(06시까지),2021-06-10 23:09,2021-06-11 3:24,오전 4:15:00,선불기2,5000,퇴실,customer408263
심야-조조무제한(06시까지),2021-06-10 22:56,2021-06-11 2:54,오전 3:58:00,선불기2,5000,퇴실,customer751303
심야-조조무제한(06시까지),2021-06-10 22:55,2021-06-11 2:54,오전 3:59:00,선불기2,5000,퇴실,customer964892
심야-조조무제한(06시까지),2021-06-10 22:54,2021-06-11 3:21,오전 4:27:00,선불기2,5000,퇴실,customer373171
심야-조조무제한(06시까지),2021-06-10 22:53,2021-06-11 3:21,오전 4:28:00,선불기2,5000,퇴실,customer859034
심야-조조무제한(06시까지),2021-06-10 22:49,2021-06-11 2:54,오전 4:05:00,선불기2,5000,퇴실,customer562817
심야-조조무제한(06시까지),2021-06-10 22:48,2021-06-11 2:54,오전 4:06:00,선불기2,5000,퇴실,customer418622
심야-조조무제한(06시까지),2021-06-10 22:31,2021-06-11 4:03,오전 5:32:00,선불기2,5000,퇴실,customer894598
심야-조조무제한(06시까지),2021-06-10 22:31,2021-06-11 4:03,오전 5:32:00,선불기2,5000,퇴실,customer894598
심야-조조무제한(06시까지),2021-06-10 22:14,2021-06-11 4:50,오전 6:36:00,선불기2,5000,퇴실,customer483143
심야-조조무제한(06시까지),2021-06-10 21:58,2021-06-11 1:45,오전 3:47:00,선불기2,5000,퇴실,customer558529
심야-조조무제한(06시까지),2021-06-10 21:58,2021-06-11 1:45,오전 3:47:00,선불기2,5000,퇴실,customer558529
기간권,2021-06-10 21:53,2021-06-11 0:02,오전 2:09:00,선불기2,0,퇴실,customer666446
심야-조조무제한(06시까지),2021-06-10 21:50,2021-06-11 0:07,오전 2:16:00,선불기2,5000,퇴실,customer447278
심야-조조무제한(06시까지),2021-06-10 21:40,2021-06-11 1:43,오전 4:03:00,선불기2,5000,퇴실,customer419141
심야-조조무제한(06시까지),2021-06-10 21:23,2021-06-11 0:44,오전 3:21:00,선불기2,5000,퇴실,customer814731
심야-조조무제한(06시까지),2021-06-10 21:15,2021-06-11 3:20,오전 6:05:00,선불기2,5000,퇴실,customer942201
심야-조조무제한(06시까지),2021-06-10 21:15,2021-06-11 5:55,오전 8:40:00,카운터,5000,퇴실,customer272333
심야-조조무제한(06시까지),2021-06-10 21:14,2021-06-11 1:17,오전 4:03:00,선불기2,5000,퇴실,customer807828
심야-조조무제한(06시까지),2021-06-10 21:14,2021-06-11 3:08,오전 5:54:00,선불기2,5000,퇴실,customer671285
심야-조조무제한(06시까지),2021-06-10 21:00,2021-06-11 3:18,오전 6:18:00,선불기2,5000,퇴실,customer233827
한국대생 입장권(종일권),2021-06-10 20:56,2021-06-10 23:13,오전 2:17:00,선불기2,6000,퇴실,customer720566
한국대생 입장권(종일권),2021-06-10 20:50,2021-06-11 5:59,오전 9:09:00,선불기2,5500,퇴실,customer488580
한국대생 입장권(종일권),2021-06-10 20:50,2021-06-11 5:59,오전 9:09:00,선불기2,6000,퇴실,customer488580
한국대생 입장권(종일권),2021-06-10 20:44,2021-06-11 1:14,오전 4:30:00,선불기2,6000,퇴실,customer876060
한국대생 입장권(종일권),2021-06-10 20:40,2021-06-10 23:11,오전 2:31:00,선불기2,6500,퇴실,customer285834
한국대생 입장권(종일권),2021-06-10 20:40,2021-06-10 23:11,오전 2:31:00,선불기2,6000,퇴실,customer285834
한국대생 입장권(종일권),2021-06-10 20:22,2021-06-11 0:36,오전 4:14:00,선불기2,6000,퇴실,customer873924
한국대생 입장권(종일권),2021-06-10 20:20,2021-06-10 22:47,오전 2:27:00,선불기2,5500,퇴실,customer549022
한국대생 입장권(종일권),2021-06-10 20:12,2021-06-11 1:43,오전 5:31:00,선불기2,7500,퇴실,customer640009
한국대생 입장권(종일권),2021-06-10 20:12,2021-06-11 1:43,오전 5:31:00,선불기2,6500,퇴실,customer640009
입장권(종일권),2021-06-10 20:01,2021-06-10 23:13,오전 3:12:00,선불기2,7000,퇴실,customer945485
입장권(종일권),2021-06-10 20:01,2021-06-10 23:13,오전 3:12:00,선불기2,6500,퇴실,customer945485
한국대생 입장권(종일권),2021-06-10 19:54,2021-06-10 23:22,오전 3:28:00,선불기2,6000,퇴실,customer278149
한국대생 입장권(종일권),2021-06-10 19:54,2021-06-10 22:01,오전 2:07:00,선불기2,6000,퇴실,customer487875
한국대생 입장권(종일권),2021-06-10 19:53,2021-06-10 23:21,오전 3:28:00,선불기2,6000,퇴실,customer547832
한국대생 입장권(종일권),2021-06-10 19:53,2021-06-11 5:31,오전 9:38:00,선불기2,7000,퇴실,customer906932
한국대생 입장권(종일권),2021-06-10 19:53,2021-06-11 5:31,오전 9:38:00,선불기2,6000,퇴실,customer906932
한국대생 입장권(종일권),2021-06-10 19:39,2021-06-11 0:38,오전 4:58:00,선불기2,6000,퇴실,customer488879
한국대생 입장권(종일권),2021-06-10 19:33,2021-06-10 22:47,오전 3:14:00,선불기2,6000,퇴실,customer539242
한국대생 입장권(종일권),2021-06-10 18:58,2021-06-11 1:14,오전 6:16:00,선불기2,6000,퇴실,customer623443
한국대생 입장권(종일권),2021-06-10 18:56,2021-06-10 21:02,오전 2:06:00,선불기2,6000,퇴실,customer216613
한국대생 입장권(종일권),2021-06-10 18:56,2021-06-10 21:02,오전 2:06:00,선불기2,6500,퇴실,customer216613
한국대생 입장권(종일권),2021-06-10 18:42,2021-06-10 23:01,오전 4:19:00,선불기2,6500,퇴실,customer414559
